case_id,model_a,model_b,winner,reasoning_effort_a,reasoning_effort_b
math-nonlinear-dynamics-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
math-nonlinear-dynamics-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
math-nonlinear-dynamics-smoke,claude-haiku-4.5,gpt-5.4,b,,
math-nonlinear-dynamics-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-nonlinear-dynamics-smoke,claude-opus-4.7-high,gpt-5.4,b,,
math-nonlinear-dynamics-smoke,claude-sonnet-4.6,gpt-5.4,b,,
math-optimization-game-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
math-optimization-game-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
math-optimization-game-smoke,claude-haiku-4.5,gpt-5.4,b,,
math-optimization-game-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-optimization-game-smoke,claude-opus-4.7-high,gpt-5.4,b,,
math-optimization-game-smoke,claude-sonnet-4.6,gpt-5.4,b,,
math-product-management-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
math-product-management-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
math-product-management-smoke,claude-haiku-4.5,gpt-5.4,draw,,
math-product-management-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
math-product-management-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
math-product-management-smoke,claude-sonnet-4.6,gpt-5.4,a,,
math-project-management-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
math-project-management-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
math-project-management-smoke,claude-haiku-4.5,gpt-5.4,draw,,
math-project-management-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
math-project-management-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
math-project-management-smoke,claude-sonnet-4.6,gpt-5.4,a,,
math-strategy-studio-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
math-strategy-studio-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
math-strategy-studio-smoke,claude-haiku-4.5,gpt-5.4,draw,,
math-strategy-studio-smoke,claude-opus-4.7-high,claude-sonnet-4.6,b,,
math-strategy-studio-smoke,claude-opus-4.7-high,gpt-5.4,draw,,
math-strategy-studio-smoke,claude-sonnet-4.6,gpt-5.4,a,,
math-time-series-smoke,claude-haiku-4.5,claude-opus-4.7-high,b,,
math-time-series-smoke,claude-haiku-4.5,claude-sonnet-4.6,b,,
math-time-series-smoke,claude-haiku-4.5,gpt-5.4,b,,
math-time-series-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-time-series-smoke,claude-opus-4.7-high,gpt-5.4,a,,
math-time-series-smoke,claude-sonnet-4.6,gpt-5.4,a,,
math-topology-analysis-smoke,claude-haiku-4.5,claude-opus-4.7-high,draw,,
math-topology-analysis-smoke,claude-haiku-4.5,claude-sonnet-4.6,draw,,
math-topology-analysis-smoke,claude-haiku-4.5,gpt-5.4,b,,
math-topology-analysis-smoke,claude-opus-4.7-high,claude-sonnet-4.6,draw,,
math-topology-analysis-smoke,claude-opus-4.7-high,gpt-5.4,b,,
math-topology-analysis-smoke,claude-sonnet-4.6,gpt-5.4,b,,
ai-agentic-evolving-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
ai-agentic-evolving-smoke,claude-haiku-4.5,gpt-5.2,draw,,
ai-agentic-evolving-smoke,claude-haiku-4.5,gpt-5.4-mini,a,,
ai-agentic-evolving-smoke,claude-haiku-4.5,gpt-5.4,a,,long
ai-agentic-evolving-smoke,claude-opus-4.7-high,claude-opus-4.7,draw,,default-effort
ai-agentic-evolving-smoke,claude-opus-4.7-high,gpt-5.2,a,,
ai-agentic-evolving-smoke,claude-opus-4.7-high,gpt-5.4-mini,a,,
ai-agentic-evolving-smoke,claude-opus-4.7-high,gpt-5.4,a,,long
ai-agentic-evolving-smoke,claude-opus-4.7,claude-sonnet-4.6,a,default-effort,
ai-agentic-evolving-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
ai-agentic-evolving-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,
ai-agentic-evolving-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
ai-agentic-evolving-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
ai-agentic-evolving-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
ai-agentic-evolving-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
ai-agentic-evolving-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
ai-agentic-evolving-smoke,gpt-5.2,gpt-5.4,draw,,
ai-agentic-evolving-smoke,gpt-5.2,gpt-5.4-mini,a,,
ai-agentic-evolving-smoke,gpt-5.2,gpt-5.4,a,,long
ai-agentic-evolving-smoke,gpt-5.4,gpt-5.4-mini,a,,
ai-agentic-evolving-smoke,gpt-5.4,gpt-5.4,a,,long
ai-agentic-evolving-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
ai-causal-deontic-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
ai-causal-deontic-smoke,claude-haiku-4.5,gpt-5.2,draw,,
ai-causal-deontic-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
ai-causal-deontic-smoke,claude-haiku-4.5,gpt-5.4,b,,long
ai-causal-deontic-smoke,claude-opus-4.7-high,claude-opus-4.7,draw,,default-effort
ai-causal-deontic-smoke,claude-opus-4.7-high,gpt-5.2,a,,
ai-causal-deontic-smoke,claude-opus-4.7-high,gpt-5.4-mini,a,,
ai-causal-deontic-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
ai-causal-deontic-smoke,claude-opus-4.7,claude-sonnet-4.6,draw,default-effort,
ai-causal-deontic-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
ai-causal-deontic-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,
ai-causal-deontic-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
ai-causal-deontic-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,long
ai-causal-deontic-smoke,claude-sonnet-4.6,gpt-5.2,a,,
ai-causal-deontic-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
ai-causal-deontic-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
ai-causal-deontic-smoke,gpt-5.2,gpt-5.4,b,,
ai-causal-deontic-smoke,gpt-5.2,gpt-5.4-mini,draw,,
ai-causal-deontic-smoke,gpt-5.2,gpt-5.4,b,,long
ai-causal-deontic-smoke,gpt-5.4,gpt-5.4-mini,a,,
ai-causal-deontic-smoke,gpt-5.4,gpt-5.4,draw,,long
ai-causal-deontic-smoke,gpt-5.4-mini,gpt-5.4,b,,long
ai-commonsense-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
ai-commonsense-reasoning-smoke,claude-haiku-4.5,gpt-5.2,draw,,
ai-commonsense-reasoning-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
ai-commonsense-reasoning-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
ai-commonsense-reasoning-smoke,claude-opus-4.7-high,claude-opus-4.7,b,,default-effort
ai-commonsense-reasoning-smoke,claude-opus-4.7-high,gpt-5.2,b,,
ai-commonsense-reasoning-smoke,claude-opus-4.7-high,gpt-5.4-mini,b,,
ai-commonsense-reasoning-smoke,claude-opus-4.7-high,gpt-5.4,b,,long
ai-commonsense-reasoning-smoke,claude-opus-4.7,claude-sonnet-4.6,a,default-effort,
ai-commonsense-reasoning-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
ai-commonsense-reasoning-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,
ai-commonsense-reasoning-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
ai-commonsense-reasoning-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
ai-commonsense-reasoning-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
ai-commonsense-reasoning-smoke,claude-sonnet-4.6,gpt-5.4-mini,draw,,
ai-commonsense-reasoning-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
ai-commonsense-reasoning-smoke,gpt-5.2,gpt-5.4,draw,,
ai-commonsense-reasoning-smoke,gpt-5.2,gpt-5.4-mini,draw,,
ai-commonsense-reasoning-smoke,gpt-5.2,gpt-5.4,draw,,long
ai-commonsense-reasoning-smoke,gpt-5.4,gpt-5.4-mini,draw,,
ai-commonsense-reasoning-smoke,gpt-5.4,gpt-5.4,draw,,long
ai-commonsense-reasoning-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
ai-high-stakes-verifiable-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
ai-high-stakes-verifiable-smoke,claude-haiku-4.5,gpt-5.2,b,,
ai-high-stakes-verifiable-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
ai-high-stakes-verifiable-smoke,claude-haiku-4.5,gpt-5.4,b,,long
ai-high-stakes-verifiable-smoke,claude-opus-4.7-high,claude-opus-4.7,b,,default-effort
ai-high-stakes-verifiable-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
ai-high-stakes-verifiable-smoke,claude-opus-4.7-high,gpt-5.4-mini,a,,
ai-high-stakes-verifiable-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
ai-high-stakes-verifiable-smoke,claude-opus-4.7,claude-sonnet-4.6,a,default-effort,
ai-high-stakes-verifiable-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
ai-high-stakes-verifiable-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,
ai-high-stakes-verifiable-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
ai-high-stakes-verifiable-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
ai-high-stakes-verifiable-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
ai-high-stakes-verifiable-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
ai-high-stakes-verifiable-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
ai-high-stakes-verifiable-smoke,gpt-5.2,gpt-5.4,b,,
ai-high-stakes-verifiable-smoke,gpt-5.2,gpt-5.4-mini,a,,
ai-high-stakes-verifiable-smoke,gpt-5.2,gpt-5.4,draw,,long
ai-high-stakes-verifiable-smoke,gpt-5.4,gpt-5.4-mini,a,,
ai-high-stakes-verifiable-smoke,gpt-5.4,gpt-5.4,a,,long
ai-high-stakes-verifiable-smoke,gpt-5.4-mini,gpt-5.4,b,,long
ai-symbolic-neuro-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
ai-symbolic-neuro-smoke,claude-haiku-4.5,gpt-5.2,draw,,
ai-symbolic-neuro-smoke,claude-haiku-4.5,gpt-5.4-mini,a,,
ai-symbolic-neuro-smoke,claude-haiku-4.5,gpt-5.4,a,,long
ai-symbolic-neuro-smoke,claude-opus-4.7-high,claude-opus-4.7,b,,default-effort
ai-symbolic-neuro-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
ai-symbolic-neuro-smoke,claude-opus-4.7-high,gpt-5.4-mini,a,,
ai-symbolic-neuro-smoke,claude-opus-4.7-high,gpt-5.4,a,,long
ai-symbolic-neuro-smoke,claude-opus-4.7,claude-sonnet-4.6,draw,default-effort,
ai-symbolic-neuro-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
ai-symbolic-neuro-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,
ai-symbolic-neuro-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
ai-symbolic-neuro-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
ai-symbolic-neuro-smoke,claude-sonnet-4.6,gpt-5.2,a,,
ai-symbolic-neuro-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
ai-symbolic-neuro-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
ai-symbolic-neuro-smoke,gpt-5.2,gpt-5.4,b,,
ai-symbolic-neuro-smoke,gpt-5.2,gpt-5.4-mini,a,,
ai-symbolic-neuro-smoke,gpt-5.2,gpt-5.4,a,,long
ai-symbolic-neuro-smoke,gpt-5.4,gpt-5.4-mini,a,,
ai-symbolic-neuro-smoke,gpt-5.4,gpt-5.4,a,,long
ai-symbolic-neuro-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
applied-data-information-security-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
applied-data-information-security-smoke,claude-haiku-4.5,gpt-5.2,b,,
applied-data-information-security-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
applied-data-information-security-smoke,claude-haiku-4.5,gpt-5.4,b,,long
applied-data-information-security-smoke,claude-opus-4.7-high,claude-opus-4.7,b,,default-effort
applied-data-information-security-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
applied-data-information-security-smoke,claude-opus-4.7-high,gpt-5.4-mini,a,,
applied-data-information-security-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
applied-data-information-security-smoke,claude-opus-4.7,claude-sonnet-4.6,draw,default-effort,
applied-data-information-security-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
applied-data-information-security-smoke,claude-opus-4.7,gpt-5.4,draw,default-effort,
applied-data-information-security-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
applied-data-information-security-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
applied-data-information-security-smoke,claude-sonnet-4.6,gpt-5.2,a,,
applied-data-information-security-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
applied-data-information-security-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
applied-data-information-security-smoke,gpt-5.2,gpt-5.4,b,,
applied-data-information-security-smoke,gpt-5.2,gpt-5.4-mini,a,,
applied-data-information-security-smoke,gpt-5.2,gpt-5.4,draw,,long
applied-data-information-security-smoke,gpt-5.4,gpt-5.4-mini,a,,
applied-data-information-security-smoke,gpt-5.4,gpt-5.4,a,,long
applied-data-information-security-smoke,gpt-5.4-mini,gpt-5.4,b,,long
applied-engineering-disciplines-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
applied-engineering-disciplines-smoke,claude-haiku-4.5,gpt-5.2,b,,
applied-engineering-disciplines-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
applied-engineering-disciplines-smoke,claude-haiku-4.5,gpt-5.4,b,,long
applied-engineering-disciplines-smoke,claude-opus-4.7-high,claude-opus-4.7,b,,default-effort
applied-engineering-disciplines-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
applied-engineering-disciplines-smoke,claude-opus-4.7-high,gpt-5.4-mini,a,,
applied-engineering-disciplines-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
applied-engineering-disciplines-smoke,claude-opus-4.7,claude-sonnet-4.6,a,default-effort,
applied-engineering-disciplines-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
applied-engineering-disciplines-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,
applied-engineering-disciplines-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
applied-engineering-disciplines-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
applied-engineering-disciplines-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
applied-engineering-disciplines-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
applied-engineering-disciplines-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
applied-engineering-disciplines-smoke,gpt-5.2,gpt-5.4,draw,,
applied-engineering-disciplines-smoke,gpt-5.2,gpt-5.4-mini,a,,
applied-engineering-disciplines-smoke,gpt-5.2,gpt-5.4,draw,,long
applied-engineering-disciplines-smoke,gpt-5.4,gpt-5.4-mini,a,,
applied-engineering-disciplines-smoke,gpt-5.4,gpt-5.4,draw,,long
applied-engineering-disciplines-smoke,gpt-5.4-mini,gpt-5.4,b,,long
applied-intelligence-analysis-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
applied-intelligence-analysis-smoke,claude-haiku-4.5,gpt-5.2,draw,,
applied-intelligence-analysis-smoke,claude-haiku-4.5,gpt-5.4-mini,a,,
applied-intelligence-analysis-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
applied-intelligence-analysis-smoke,claude-opus-4.7-high,claude-opus-4.7,b,,default-effort
applied-intelligence-analysis-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
applied-intelligence-analysis-smoke,claude-opus-4.7-high,gpt-5.4-mini,a,,
applied-intelligence-analysis-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
applied-intelligence-analysis-smoke,claude-opus-4.7,claude-sonnet-4.6,a,default-effort,
applied-intelligence-analysis-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
applied-intelligence-analysis-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,
applied-intelligence-analysis-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
applied-intelligence-analysis-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
applied-intelligence-analysis-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
applied-intelligence-analysis-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
applied-intelligence-analysis-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
applied-intelligence-analysis-smoke,gpt-5.2,gpt-5.4,draw,,
applied-intelligence-analysis-smoke,gpt-5.2,gpt-5.4-mini,a,,
applied-intelligence-analysis-smoke,gpt-5.2,gpt-5.4,draw,,long
applied-intelligence-analysis-smoke,gpt-5.4,gpt-5.4-mini,a,,
applied-intelligence-analysis-smoke,gpt-5.4,gpt-5.4,draw,,long
applied-intelligence-analysis-smoke,gpt-5.4-mini,gpt-5.4,b,,long
applied-legal-reasoning-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
applied-legal-reasoning-smoke,claude-haiku-4.5,gpt-5.2,a,,
applied-legal-reasoning-smoke,claude-haiku-4.5,gpt-5.4-mini,a,,
applied-legal-reasoning-smoke,claude-haiku-4.5,gpt-5.4,a,,long
applied-legal-reasoning-smoke,claude-opus-4.7-high,claude-opus-4.7,b,,default-effort
applied-legal-reasoning-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
applied-legal-reasoning-smoke,claude-opus-4.7-high,gpt-5.4-mini,a,,
applied-legal-reasoning-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
applied-legal-reasoning-smoke,claude-opus-4.7,claude-sonnet-4.6,draw,default-effort,
applied-legal-reasoning-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
applied-legal-reasoning-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,
applied-legal-reasoning-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
applied-legal-reasoning-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
applied-legal-reasoning-smoke,claude-sonnet-4.6,gpt-5.2,a,,
applied-legal-reasoning-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
applied-legal-reasoning-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
applied-legal-reasoning-smoke,gpt-5.2,gpt-5.4,b,,
applied-legal-reasoning-smoke,gpt-5.2,gpt-5.4-mini,a,,
applied-legal-reasoning-smoke,gpt-5.2,gpt-5.4,draw,,long
applied-legal-reasoning-smoke,gpt-5.4,gpt-5.4-mini,a,,
applied-legal-reasoning-smoke,gpt-5.4,gpt-5.4,a,,long
applied-legal-reasoning-smoke,gpt-5.4-mini,gpt-5.4,b,,long
applied-strategy-analysis-smoke,claude-haiku-4.5,claude-opus-4.7,draw,,default-effort
applied-strategy-analysis-smoke,claude-haiku-4.5,gpt-5.2,a,,
applied-strategy-analysis-smoke,claude-haiku-4.5,gpt-5.4-mini,a,,
applied-strategy-analysis-smoke,claude-haiku-4.5,gpt-5.4,a,,long
applied-strategy-analysis-smoke,claude-opus-4.7-high,claude-opus-4.7,b,,default-effort
applied-strategy-analysis-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
applied-strategy-analysis-smoke,claude-opus-4.7-high,gpt-5.4-mini,a,,
applied-strategy-analysis-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
applied-strategy-analysis-smoke,claude-opus-4.7,claude-sonnet-4.6,a,default-effort,
applied-strategy-analysis-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
applied-strategy-analysis-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,
applied-strategy-analysis-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
applied-strategy-analysis-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
applied-strategy-analysis-smoke,claude-sonnet-4.6,gpt-5.2,draw,,
applied-strategy-analysis-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
applied-strategy-analysis-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
applied-strategy-analysis-smoke,gpt-5.2,gpt-5.4,draw,,
applied-strategy-analysis-smoke,gpt-5.2,gpt-5.4-mini,a,,
applied-strategy-analysis-smoke,gpt-5.2,gpt-5.4,draw,,long
applied-strategy-analysis-smoke,gpt-5.4,gpt-5.4-mini,a,,
applied-strategy-analysis-smoke,gpt-5.4,gpt-5.4,draw,,long
applied-strategy-analysis-smoke,gpt-5.4-mini,gpt-5.4,b,,long
lean-bisect-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
lean-bisect-smoke,claude-haiku-4.5,gpt-5.2,b,,
lean-bisect-smoke,claude-haiku-4.5,gpt-5.4-mini,b,,
lean-bisect-smoke,claude-haiku-4.5,gpt-5.4,b,,long
lean-bisect-smoke,claude-opus-4.7-high,claude-opus-4.7,b,,default-effort
lean-bisect-smoke,claude-opus-4.7-high,gpt-5.2,b,,
lean-bisect-smoke,claude-opus-4.7-high,gpt-5.4-mini,b,,
lean-bisect-smoke,claude-opus-4.7-high,gpt-5.4,b,,long
lean-bisect-smoke,claude-opus-4.7,claude-sonnet-4.6,a,default-effort,
lean-bisect-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
lean-bisect-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,
lean-bisect-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
lean-bisect-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
lean-bisect-smoke,claude-sonnet-4.6,gpt-5.2,b,,
lean-bisect-smoke,claude-sonnet-4.6,gpt-5.4-mini,b,,
lean-bisect-smoke,claude-sonnet-4.6,gpt-5.4,b,,long
lean-bisect-smoke,gpt-5.2,gpt-5.4,a,,
lean-bisect-smoke,gpt-5.2,gpt-5.4-mini,a,,
lean-bisect-smoke,gpt-5.2,gpt-5.4,draw,,long
lean-bisect-smoke,gpt-5.4,gpt-5.4-mini,b,,
lean-bisect-smoke,gpt-5.4,gpt-5.4,b,,long
lean-bisect-smoke,gpt-5.4-mini,gpt-5.4,b,,long
lean-build-smoke,claude-haiku-4.5,claude-opus-4.7,b,,default-effort
lean-build-smoke,claude-haiku-4.5,gpt-5.2,b,,
lean-build-smoke,claude-haiku-4.5,gpt-5.4-mini,b,,
lean-build-smoke,claude-haiku-4.5,gpt-5.4,b,,long
lean-build-smoke,claude-opus-4.7-high,claude-opus-4.7,b,,default-effort
lean-build-smoke,claude-opus-4.7-high,gpt-5.2,b,,
lean-build-smoke,claude-opus-4.7-high,gpt-5.4-mini,b,,
lean-build-smoke,claude-opus-4.7-high,gpt-5.4,b,,long
lean-build-smoke,claude-opus-4.7,claude-sonnet-4.6,a,default-effort,
lean-build-smoke,claude-opus-4.7,gpt-5.2,a,default-effort,
lean-build-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,
lean-build-smoke,claude-opus-4.7,gpt-5.4-mini,a,default-effort,
lean-build-smoke,claude-opus-4.7,gpt-5.4,a,default-effort,long
lean-build-smoke,claude-sonnet-4.6,gpt-5.2,b,,
lean-build-smoke,claude-sonnet-4.6,gpt-5.4-mini,b,,
lean-build-smoke,claude-sonnet-4.6,gpt-5.4,b,,long
lean-build-smoke,gpt-5.2,gpt-5.4,a,,
lean-build-smoke,gpt-5.2,gpt-5.4-mini,draw,,
lean-build-smoke,gpt-5.2,gpt-5.4,b,,long
lean-build-smoke,gpt-5.4,gpt-5.4-mini,b,,
lean-build-smoke,gpt-5.4,gpt-5.4,b,,long
lean-build-smoke,gpt-5.4-mini,gpt-5.4,b,,long
lean-pr-smoke,claude-haiku-4.5,gpt-5.2,b,,
lean-pr-smoke,claude-haiku-4.5,gpt-5.4-mini,b,,
lean-pr-smoke,claude-haiku-4.5,gpt-5.4,b,,long
lean-pr-smoke,claude-opus-4.7-high,gpt-5.2,b,,
lean-pr-smoke,claude-opus-4.7-high,gpt-5.4-mini,b,,
lean-pr-smoke,claude-opus-4.7-high,gpt-5.4,b,,long
lean-pr-smoke,claude-sonnet-4.6,gpt-5.2,b,,
lean-pr-smoke,claude-sonnet-4.6,gpt-5.4-mini,b,,
lean-pr-smoke,claude-sonnet-4.6,gpt-5.4,b,,long
lean-pr-smoke,gpt-5.2,gpt-5.4,a,,
lean-pr-smoke,gpt-5.2,gpt-5.4-mini,a,,
lean-pr-smoke,gpt-5.2,gpt-5.4,draw,,long
lean-pr-smoke,gpt-5.4,gpt-5.4-mini,b,,
lean-pr-smoke,gpt-5.4,gpt-5.4,b,,long
lean-pr-smoke,gpt-5.4-mini,gpt-5.4,b,,long
math-algebra-category-smoke,claude-haiku-4.5,gpt-5.2,a,,
math-algebra-category-smoke,claude-haiku-4.5,gpt-5.4-mini,draw,,
math-algebra-category-smoke,claude-haiku-4.5,gpt-5.4,draw,,long
math-algebra-category-smoke,claude-opus-4.7-high,gpt-5.2,a,,
math-algebra-category-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
math-algebra-category-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
math-algebra-category-smoke,claude-sonnet-4.6,gpt-5.2,a,,
math-algebra-category-smoke,claude-sonnet-4.6,gpt-5.4-mini,draw,,
math-algebra-category-smoke,claude-sonnet-4.6,gpt-5.4,draw,,long
math-algebra-category-smoke,gpt-5.2,gpt-5.4,b,,
math-algebra-category-smoke,gpt-5.2,gpt-5.4-mini,b,,
math-algebra-category-smoke,gpt-5.2,gpt-5.4,b,,long
math-algebra-category-smoke,gpt-5.4,gpt-5.4-mini,draw,,
math-algebra-category-smoke,gpt-5.4,gpt-5.4,draw,,long
math-algebra-category-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
math-graph-knowledge-smoke,claude-haiku-4.5,gpt-5.2,b,,
math-graph-knowledge-smoke,claude-haiku-4.5,gpt-5.4-mini,b,,
math-graph-knowledge-smoke,claude-haiku-4.5,gpt-5.4,b,,long
math-graph-knowledge-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
math-graph-knowledge-smoke,claude-opus-4.7-high,gpt-5.4-mini,draw,,
math-graph-knowledge-smoke,claude-opus-4.7-high,gpt-5.4,draw,,long
math-graph-knowledge-smoke,claude-sonnet-4.6,gpt-5.2,a,,
math-graph-knowledge-smoke,claude-sonnet-4.6,gpt-5.4-mini,a,,
math-graph-knowledge-smoke,claude-sonnet-4.6,gpt-5.4,a,,long
math-graph-knowledge-smoke,gpt-5.2,gpt-5.4,draw,,
math-graph-knowledge-smoke,gpt-5.2,gpt-5.4-mini,draw,,
math-graph-knowledge-smoke,gpt-5.2,gpt-5.4,draw,,long
math-graph-knowledge-smoke,gpt-5.4,gpt-5.4-mini,draw,,
math-graph-knowledge-smoke,gpt-5.4,gpt-5.4,draw,,long
math-graph-knowledge-smoke,gpt-5.4-mini,gpt-5.4,draw,,long
math-measure-probability-smoke,claude-haiku-4.5,gpt-5.2,b,,
math-measure-probability-smoke,claude-haiku-4.5,gpt-5.4-mini,b,,
math-measure-probability-smoke,claude-haiku-4.5,gpt-5.4,b,,long
math-measure-probability-smoke,claude-opus-4.7-high,gpt-5.2,draw,,
